Magnitude,Location,Latitude,Longitude
0.35,"9 km S of Volcano, Hawaii",19.3606666666667,-155.228666666667
0.79,"7 km NW of Prague, Oklahoma",35.52766667,-96.75516667
0.02,"42 km ENE of Adak, Alaska",52.0785,-176.107333333333
1.6,"8 km ESE of Coahoma, Texas",32.282,-101.221
-0.4,"43 km NW of Indian Springs, Nevada",36.8077,-116.064
1.33,"15 km NE of Ojai, CA",34.5553333,-119.1431667
2.3,"23 km NW of Eureka Roadhouse, Alaska",62.1059,-147.454
4.5,"15 km NW of Pujocucho, Peru",-17.0639,-70.465
0.79,"8 km NNW of The Geysers, CA",38.83,-122.81
1.1,"10 km ENE of Villa Park, CA",33.851,-117.7195
0.86,"9 km WNW of Cobb, CA",38.84,-122.82
0.7,"9 km WNW of Cobb, CA",38.84,-122.82
-0.57,"26 km W of Sitka, Alaska",57.0225,-135.7555
1.28,"2 km S of Santa Rosa, CA",38.43,-122.7
0.9,"11 km NW of The Geysers, CA",38.83,-122.86
1.7,"23 km NNW of Beatty, Nevada",37.0982,-116.8697
0.46,"7 km WNW of Cobb, CA",38.84,-122.8
0.33,"14 km ESE of Little Lake, CA",35.9066667,-117.7531667
1.1,"29 km E of Minto, Alaska",65.1753,-148.7198
1.2,Central Alaska,63.8615,-148.8506
1.48,"9 km WNW of Cascadia, Oregon",44.430166666666665,-122.58716666666666
3.05,"92 km SSW of Alberto Oviedo Mota, B.C., MX",31.497,-115.6248333
2.57,"91 km SSW of Alberto Oviedo Mota, B.C., MX",31.5026667,-115.6211667
2.2,"81 km SSE of Cantwell, Alaska",62.7281,-148.2971
1.24,"17 km ESE of Ocotillo, CA",32.6861667,-115.8233333
0.36,"3 km NNW of The Geysers, CA",38.8,-122.78
1.1,"10 km SW of Salton City, CA",33.242,-116.0423333
2.23000002,"3 km SW of Pāhala, Hawaii",19.1830005645752,-155.502838134766
1.25,"20 km SW of Willits, CA",39.25,-123.46
2.06,"16 km NNE of Barstow, CA",35.0361667,-116.9831667
-0.26,"39 km ENE of Adak, Alaska",52.0481666666667,-176.1305
2.0999999,"6 km SSW of Volcano, Hawaii",19.3871669769287,-155.248168945312
2.92,"6 km S of Volcano, Hawaii",19.385,-155.2415
1.7,"5 km SSW of Volcano, Hawaii",19.3969993591309,-155.251495361328
1.7,"10 km S of Progreso, B.C., MX",32.495,-115.586
2.18,"10 km SE of Volcano, Hawaii",19.3693333333333,-155.178333333333
1.7,"30 km NW of Toyah, Texas",31.522,-104.005
1.88,"13 km ENE of Pāhala, Hawaii",19.2654991149902,-155.373001098633
5.1,"23 km SE of Port-Olry, Vanuatu",-15.1689,167.2424
0.75,"0 km NE of The Geysers, CA",38.78,-122.75
1.2,"6 km SSW of Chapman, Maine",46.6002,-68.2022
1.14,"8 km N of Westmorland, CA",33.1103333,-115.6351667
2.2,"3 km E of Big Lake, Alaska",61.5264,-149.895
2.2,"3 km ENE of Topaz, California",38.6319,-119.4808
1.27,"0 km NW of Deer Island, Oregon",45.9365,-122.85383333333333
1.31,"20 km NNW of Laytonville, CA",39.85,-123.59
1.70000005,"6 km SSW of Volcano, Hawaii",19.3904991149902,-155.250335693359
1.05,"11 km SE of Ashford, Washington",46.69016666666667,-121.91433333333333
1.74000001,"6 km SSW of Volcano, Hawaii",19.3840007781982,-155.252838134766
1.12,"8 km SE of Katie, Oklahoma",34.53483333,-97.28283333
1.88999999,"6 km SSW of Volcano, Hawaii",19.3871669769287,-155.248504638672
2.37,"15 km S of Fern Forest, Hawaii",19.3301658630371,-155.121826171875
4.9,south of the Fiji Islands,-25.2372,178.2812
2.22,"5 km SW of Volcano, Hawaii",19.4021666666667,-155.264333333333
1.4,"53 km SSE of Denali National Park, Alaska",63.0878,-151.3502
1.64,"10 km SSE of Redway, CA",40.04,-123.77
1.32,"10 km SSE of Redway, CA",40.04,-123.78
0.3,"8 km WNW of Cobb, CA",38.84,-122.81
0.59,"8 km SSW of Idyllwild, CA",33.6793333,-116.7643333
4.7,"17 km SE of Acajutla, El Salvador",13.4704,-89.7276
1.13,"7 km SE of Katie, Oklahoma",34.53166667,-97.29116667
1.05,"34 km ESE of West Yellowstone, Montana",44.5606666666667,-110.696833333333
1.49,"8 km E of Lompoc, CA",34.647,-120.3761667
1.61,"10 km NE of Pāhala, Hawaii",19.265,-155.398
0.41,"9 km WNW of Cobb, CA",38.84,-122.82
1.2,"8 km E of Borrego Springs, CA",33.243,-116.2963333
1.4,"34 km SSW of False Pass, Alaska",54.5471666666667,-163.520166666667
0.96,"16 km SSW of Searles Valley, CA",35.6336667,-117.4621667
3,"31 km WNW of Valdez, Alaska",61.252,-146.871
1.76,"9 km S of Fern Forest, Hawaii",19.3833332061768,-155.148834228516
1.3,"7 km SSE of Central, Alaska",65.5138,-144.7423
-0.2,"3 km NNW of Furnace Creek, California",36.4734,-116.8695
0.9,"18 km ESE of Little Lake, CA",35.8726667,-117.7251667
5.3,"54 km E of Kinablangan, Philippines",7.7174,127.0384
0.52,"8 km NE of Moreno Valley, CA",33.9781667,-117.1626667
1.1,"28 km WSW of Susitna North, Alaska",62.0341,-150.3298
0.65,"28 km NNE of Atka, Alaska",52.4395,-174.085
0.44,"7 km NNW of The Geysers, CA",38.82,-122.8
1.13,"8 km SE of Katie, Oklahoma",34.5265,-97.28266667
1.4,"15 km SSW of Caliente, Nevada",37.4942,-114.5955
1.67,"2 km WNW of Lynn, Arkansas",36.014,-91.277
1.5,"9 km S of Progreso, B.C., MX",32.4956667,-115.5758333
2.2,"3 km SW of Big Lake, Alaska",61.4991,-149.9933
2.75,"2 km NNE of Prattville, CA",40.23,-121.16
0.94,"22 km NNE of Ocotillo, CA",32.9048333,-115.8625
2.7,"29 km NNE of Fox River, Alaska",60.1031,-150.7791
0.72,"6 km NW of Cobb, CA",38.85,-122.78
2.13,"8 km SSE of Volcano, Hawaii",19.3685,-155.210166666667
1.7,"16 km ESE of Fernley, Nevada",39.5783,-119.0642
-0.31,"23 km W of Dutch Harbor, Alaska",53.8708333333333,-166.895
1.9,"60 km WNW of Nikiski, Alaska",60.8233,-152.3654
1.2,"17 km ESE of Livengood, Alaska",65.4397,-148.2146
1.17,"9 km SE of Katie, Oklahoma",34.52383333,-97.27933333
0.97,"5 km NNW of West Valley City, Utah",40.733,-112.035833333333
0.78,"6 km NNW of The Geysers, CA",38.82,-122.8
1.73,"4 km NNE of Beaumont, CA",33.9613333,-116.9653333
0.92,"6 km NNW of The Geysers, CA",38.82,-122.8
1.8,"21 km NE of Nikolaevsk, Alaska",59.9386,-151.3167
1.7,"5 km SSW of Pāhala, Hawaii",19.1578333333333,-155.494666666667
1.64,"13 km WSW of Parkfield, CA",35.83,-120.55
1.05,"6 km NNW of The Geysers, CA",38.82,-122.8
2.21,"10 km S of Fern Forest, Hawaii",19.3743333333333,-155.149666666667
1.83,"6 km NW of Minco, Oklahoma",35.34883333,-97.99716667
0.36,"61 km ENE of Pedro Bay, Alaska",59.9758333333333,-153.075
1.51,"8 km ESE of Kingfisher, Oklahoma",35.8345,-97.84233333
0.9,"15 km ENE of Ocotillo, CA",32.7721667,-115.8346667
1.9,"43 km ENE of Independence, California",36.9366,-117.7418
1.35,"1 km ENE of The Geysers, CA",38.78,-122.75
0.57,"14 km NE of Milford, Utah",38.4991666666667,-112.901
0.64,"8 km NW of Anza, CA",33.604,-116.7305
1.89,"25 km S of Fern Forest, Hawaii",19.2328333333333,-155.126166666667
1.2,"14 km NNE of Willow, Alaska",61.8695,-149.9247
2.8,"17 km SSE of Anchorage, Alaska",61.0873,-149.7226
2.23,"17 km ESE of Julian, CA",33.0143333,-116.4316667
1.6,"54 km SW of Adak, Alaska",51.568,-177.256833333333
1.14,"2 km NW of The Geysers, CA",38.79,-122.78
1.01,"5 km WSW of Aguanga, CA",33.4188333,-116.9151667
4.1,"60 km ESE of Caucete, Argentina",-31.9415,-67.7441
4.1,"128 km ENE of Kashgar, China",40.0369,77.2995
0.62,"12 km NW of Anza, CA",33.6303333,-116.766
1.4,"30 km NE of Susitna North, Alaska",62.3354,-149.4086
0.8,"102 km S of McCarthy, Alaska",60.5126,-143.0248
1.6,"34 km NW of Valdez, Alaska",61.3198,-146.868
1.89,"7 km S of Volcano, Hawaii",19.3773326873779,-155.240005493164
2.4,"56 km S of Whites City, New Mexico",31.667,-104.363
0.32,"14 km NE of Milford, Utah",38.4968333333333,-112.902333333333
0.94,"14 km NE of Milford, Utah",38.4965,-112.903666666667
1.31,"13 km SE of Lincoln, Montana",46.8846666666667,-112.532
1.77,"37 km NNE of Amboy, Washington",46.19916666666666,-122.1935
1.8,"15 km ESE of Little Lake, CA",35.905,-117.7398333
1.64,"16 km ESE of Little Lake, CA",35.9056667,-117.739
0.98,"14 km SSE of Waynoka, Oklahoma",36.46016667,-98.81133333
-0.5,"42 km WNW of Indian Springs, Nevada",36.6773,-116.1248
0.72,"10 km SW of The Geysers, CA",38.69,-122.81
3,"103 km SE of Chignik, Alaska",55.6215,-157.2637
1.16,"5 km E of Hennessey, Oklahoma",36.10283333,-97.83383333
2.2,"10 km S of Fern Forest, Hawaii",19.3705,-155.1465
1.11,"11 km N of Borrego Springs, CA",33.3528333,-116.3656667
1.55,"7 km NE of Amity, Oregon",45.157,-123.13433333333333
4,"19 km S of Camiña, Chile",-19.4891,-69.4577
1.6,"0 km S of Big Lake, Alaska",61.5156,-149.9525
0.54,"8 km WNW of Cobb, CA",38.84,-122.81
4.5,"78 km E of Estique, Peru",-17.4493,-69.2824
1.6,"39 km WNW of Skwentna, Alaska",62.1409,-152.0792
0.82,"6 km S of Idyllwild, CA",33.6833333,-116.7086667
1.82,"8 km NE of Imperial, CA",32.8968333,-115.5098333
4.5,"Pagan region, Northern Mariana Islands",18.853,145.5578
0.5,"4 km S of Idyllwild, CA",33.707,-116.714
1.14,"5 km E of Hennessey, Oklahoma",36.103,-97.8365
1.17,"8 km NNW of The Geysers, CA",38.83,-122.82
1.84,"3 km NE of Ojai, CA",34.4695,-119.2223333
1.93,"6 km S of Volcano, Hawaii",19.3799991607666,-155.233840942383
0.3,"7 km NW of The Geysers, CA",38.81,-122.82
-0.1,"49 km ESE of Beatty, Nevada",36.732,-116.2545
1.6,"10 km SSE of Susitna North, Alaska",62.0778,-149.7571
0.78,"1 km NNE of The Geysers, CA",38.79,-122.75
0.73,"8 km WNW of Cobb, CA",38.85,-122.81
-0.15,"3 km NW of The Geysers, CA",38.79,-122.78
1.76,"7 km S of Volcano, Hawaii",19.3794994354248,-155.236999511719
1.72,"6 km S of Volcano, Hawaii",19.38450050354,-155.244995117188
2.38,"2 km ENE of Magas Arriba, Puerto Rico",18.0311666666667,-66.7471666666667
0.78,"3 km W of Cobb, CA",38.82,-122.76
4,West of the Queen Charlotte Islands,54.4983,-138.6917
1.62,"8 km NE of Imperial, CA",32.8995,-115.5126667
0.96,"8 km NNW of The Geysers, CA",38.83,-122.82
1.72000003,"7 km S of Volcano, Hawaii",19.3786659240723,-155.237167358398
1.44,"17 km N of Laytonville, CA",39.84,-123.51
0.7,"4 km SW of Idyllwild, CA",33.718,-116.7581667
0.72,"5 km SW of Idyllwild, CA",33.7148333,-116.7606667
1.27,"16 km SE of Hidden Valley Lake, CA",38.75,-122.4
1.9,"16 km SE of Hidden Valley Lake, CA",38.74,-122.4
0.2,"27 km WNW of Indian Springs, Nevada",36.63,-115.9634
0.9,"7 km NW of The Geysers, CA",38.82,-122.82
1.54,"7 km S of Pearblossom, CA",34.4446667,-117.8998333
2.9,"55 km N of Chase, Alaska",62.938,-150.2725
1.57,"3 km ENE of The Geysers, CA",38.79,-122.73
1.6,"36 km NNW of Toyah, Texas",31.606,-103.97
0.2,"7 km WNW of Cobb, CA",38.84,-122.8
4.8,"69 km WSW of Puerto Madero, Mexico",14.4313,-92.9973
0.8,"8 km NNE of North Pole, Alaska",64.8218,-147.303
0.44,"8 km SSW of Seabeck, Washington",47.5785,-122.888
1.32,"5 km NNW of Lake Elsinore, CA",33.7091667,-117.345
2,"24 km SSW of Westbrook, Texas",32.141,-101.077
0.35,"8 km NNW of The Geysers, CA",38.83,-122.82
-0.18,"39 km ENE of Adak, Alaska",52.0563333333333,-176.1335
0.81,"37 km NNE of Amboy, Washington",46.19916666666666,-122.1895
4.8,"78 km S of Tual, Indonesia",-6.3419,132.7126
1.68,"28 km NE of Fremont, Utah",38.6636666666667,-111.4245
1.17,"2 km SW of Redwood Valley, CA",39.25,-123.22
0.74,"12 km NW of The Geysers, CA",38.83,-122.88
1.6,"34 km NNW of Sutcliffe, Nevada",40.2427,-119.7241
0.82,"7 km WNW of Cobb, CA",38.83,-122.8
1.59,"17 km N of Laytonville, CA",39.84,-123.51
5.4,"13 km NNW of Francisco I. Madero, Mexico",16.9087,-93.8167
1.33,"4 km NW of The Geysers, CA",38.8,-122.8
0.77,"24 km ESE of Anza, CA",33.4688333,-116.4406667
0.84,"4 km NW of The Geysers, CA",38.8,-122.8
1.55,"11 km SW of Anza, CA",33.5006667,-116.7705
0.77,"4 km NNW of The Geysers, CA",38.8,-122.78
0.53,"31 km ENE of Amboy, Washington",46.04,-122.08466666666666
0.44,"2 km SW of Anderson Springs, CA",38.76,-122.7
0.77,"10 km NW of The Geysers, CA",38.84,-122.84
1.09,"7 km WNW of Cobb, CA",38.83,-122.8
0.52,"44 km NE of Adak, Alaska",52.14,-176.157833333333
1.76,"7 km SSE of Volcano, Hawaii",19.3768329620361,-155.216506958008
1.39,"4 km ESE of Fairview, CA",37.67,-122
0.06,"7 km WNW of Cobb, CA",38.84,-122.79
1.47,"30 km W of Petrolia, CA",40.28,-124.64
1.53,"7 km NE of Imperial, CA",32.8898333,-115.5145
1.3,"6 km N of Kanab, Utah",37.107,-112.534166666667
1.49,"5 km E of Hennessey, Oklahoma",36.10266667,-97.83666667
1.6,"50 km SSE of Whites City, New Mexico",31.734,-104.256
0.8300000000000001,"7 km NNE of Government Camp, Oregon",45.36533333333333,-121.70316666666666
1.95,"9 km E of Vallejo, CA",38.13,-122.14
1.7,"24 km SSW of Westbrook, Texas",32.138,-101.075
1.04,"7 km NW of The Geysers, CA",38.81,-122.82
0.85,"14 km NE of Milford, Utah",38.494,-112.903
0.71,"7 km SSW of Olancha, CA",36.2225,-118.0255
1.83000004,"11 km ENE of Pāhala, Hawaii",19.2586669921875,-155.38932800293
1.66,"4 km ENE of Prattville, CA",40.23,-121.12
1.02,"21 km WNW of Emery, Utah",39.0291666666667,-111.453333333333
2.2,"24 km SSW of Westbrook, Texas",32.141,-101.085
0.5,"38 km WSW of False Pass, Alaska",54.754,-163.976833333333
1.56,"18 km SSE of Glacier, Washington",48.746833333333335,-121.829
-0.07,"23 km S of Morton, Washington",46.34616666666667,-122.28616666666667
1.85000002,"13 km ENE of Pāhala, Hawaii",19.2471675872803,-155.357162475586
1.08,"6 km SSE of Sunol, CA",37.56,-121.86
0.85,"18 km SW of Ocotillo Wells, CA",33.0423333,-116.286
0.72,"10 km N of Cabazon, CA",34.0043333,-116.7978333
1.54,"8 km NE of Imperial, CA",32.8946667,-115.5105
2,"7 km NE of Imperial, CA",32.8933333,-115.5138333
1.05,"6 km ENE of Government Camp, Oregon",45.32816666666667,-121.679
0.5,"6 km ENE of Government Camp, Oregon",45.3255,-121.67833333333333
0.29,"14 km NE of Milford, Utah",38.4915,-112.903833333333
2.17,"2 km S of Indios, Puerto Rico",17.9676666666667,-66.8215
2.2,"195 km WSW of Adak, Alaska",51.3695,-179.3415
1.73,"7 km NE of Imperial, CA",32.8931667,-115.5121667
1,"14 km NE of Milford, Utah",38.4925,-112.895333333333
1.5,"7 km NE of Imperial, CA",32.889,-115.5111667
2.7,"15 km NE of Walker Lake, Nevada",38.7493,-118.631
2.01,"8 km NE of Imperial, CA",32.8948333,-115.508
1.39,"5 km S of Brawley, CA",32.9348333,-115.5261667
1.2,"35 km SW of Stevens Village, Alaska",65.8028,-149.685
0.27,"9 km WNW of Cobb, CA",38.84,-122.82
2.25999999,"12 km ESE of Pāhala, Hawaii",19.1413326263428,-155.374496459961
2.01999998,"6 km S of Volcano, Hawaii",19.380500793457,-155.239501953125
0.31,"47 km W of Nikolski, Alaska",52.8871666666667,-169.555166666667
1.6,"41 km NNW of Beluga, Alaska",61.4936,-151.3367
1.6,"15 km NE of Walker Lake, Nevada",38.7487,-118.6379
3.28,"71 km N of Culebra, Puerto Rico",18.9493333333333,-65.3656666666667
1.1,"3 km NW of The Geysers, CA",38.79,-122.78
1.71,"6 km SSW of Volcano, Hawaii",19.3836669921875,-155.247833251953
2.37,"6 km S of Volcano, Hawaii",19.3855,-155.241833333333
2.11,"14 km WSW of Santa Cruz, CA",36.92,-122.17
1.66,"8 km NE of Imperial, CA",32.899,-115.511
1.90999997,"8 km S of Volcano, Hawaii",19.3703327178955,-155.244003295898
0.79,"5 km N of Beaumont, CA",33.9763333,-116.9675
2.51,"4 km SSE of Sevierville, Tennessee",35.8321666666667,-83.5435
2.3,"15 km NE of Walker Lake, Nevada",38.7503,-118.6361
1.53,"11 km SW of Salton City, CA",33.227,-116.0433333
0.76,"10 km NW of The Geysers, CA",38.84,-122.84
0.45,"23 km WNW of Chignik Lake, Alaska",56.3205,-159.120333333333
0.61,"9 km WNW of Cobb, CA",38.85,-122.82
-0.1,"36 km NW of Indian Springs, Nevada",36.787,-115.9827
1.26,"28 km E of Coso Junction, CA",36.0751667,-117.6383333
5.1,"234 km WSW of Bandar Lampung, Indonesia",-6.5436,103.4596
2.2,"24 km S of Susitna, Alaska",61.3226,-150.5787
0.7,"55 km NE of Keeler, California",36.8542,-117.4554
0.92,"7 km NW of The Geysers, CA",38.82,-122.81
1.7,"55 km S of Whites City, New Mexico",31.671,-104.375
2.3900001,"2 km W of Pāhala, Hawaii",19.2035007476807,-155.502838134766
1.4,"48 km NE of Keeler, California",36.8295,-117.5334
1.49,"16 km S of Tres Pinos, CA",36.64,-121.31
0.93,"8 km WNW of The Geysers, CA",38.8,-122.85
-0.08,"6 km NW of Entiat, Washington",47.71483333333333,-120.2665
4.4,"20 km S of Owhiro Bay, New Zealand",-41.5235,174.7262
1.7,"18 km WNW of Eureka Roadhouse, Alaska",61.9972,-147.4927
2,"61 km SSW of Whites City, New Mexico",31.629,-104.507
0.34,"6 km W of Mammoth Lakes, CA",37.63,-119.04
1.5,"23 km ESE of Skwentna, Alaska",61.9098,-150.9818
1.79,"9 km SE of Volcano, Hawaii",19.3695,-155.179666666667
0.49,"4 km N of Waterville, Washington",47.68866666666667,-120.07583333333334
0.73,"5 km W of Lake Cavanaugh, Washington",48.3185,-122.09566666666667
1.42,"7 km NE of Ukiah, CA",39.2,-123.17
1.2,"24 km WNW of Susitna, Alaska",61.6313,-150.9357
0.22,"8 km NE of Anza, CA",33.6003333,-116.6105
0.72,"4 km NNE of Beaumont, CA",33.9656667,-116.9641667
1.3,"10 km WSW of Pioche, Nevada",37.8771,-114.5525
0.71,"6 km WNW of Cobb, CA",38.84,-122.79
0.71,"7 km WNW of Cobb, CA",38.83,-122.8
0.64,"7 km SSE of Idyllwild, CA",33.6758333,-116.697
1.7,"72 km NNW of Yakutat, Alaska",60.1705,-140.0763
1.1,"3 km NNW of The Geysers, CA",38.79,-122.77
0.91,"6 km N of Beaumont, CA",33.9835,-116.9743333
0.2,"32 km ENE of Beatty, Nevada",37.0434,-116.4354
2.1,"16 km NNE of Hermleigh, Texas",32.77,-100.686
0.76,"2 km E of Colton, CA",34.0755,-117.2911667
1.69,"18 km W of Searles Valley, CA",35.7828333,-117.6005
0.8200000000000001,"11 km SE of Mossyrock, Washington",46.4695,-122.36133333333333
0.33,"68 km WNW of Beluga, Alaska",61.3318333333333,-152.285666666667
-0.31,"63 km ENE of Pedro Bay, Alaska",60.0196666666667,-153.065833333333
0.91,"9 km SW of Salton City, CA",33.2436667,-116.0321667
0.92,"6 km N of Beaumont, CA",33.9835,-116.9713333
0.62,"9 km S of Idyllwild, CA",33.6616667,-116.7056667
4.6,"85 km NNW of Ternate, Indonesia",1.4315,126.9603
2.1,"35 km ENE of Beatty, Nevada",37.0043,-116.3812
1.6,"22 km S of Westbrook, Texas",32.152,-101.054
1.5,"55 km S of Whites City, New Mexico",31.673,-104.377
2.15,"16 km NNE of Barstow, CA",35.0386667,-116.981
2,"55 km S of Whites City, New Mexico",31.676,-104.379
3.1,"55 km S of Whites City, New Mexico",31.678,-104.379
1.35,"27 km WNW of Ludlow, CA",34.7913333,-116.4446667
1.9,"55 km S of Whites City, New Mexico",31.674,-104.377
2.2,"55 km S of Whites City, New Mexico",31.671,-104.376
0.78,"7 km NW of The Geysers, CA",38.81,-122.82
0.35,"8 km N of Anza, CA",33.6278333,-116.6828333
0.48,"6 km NNW of The Geysers, CA",38.82,-122.8
1.7,"33 km NNW of Toyah, Texas",31.592,-103.936
1.2,"25 km W of Susitna, Alaska",61.521,-150.9866
0.29,"2 km NNW of The Geysers, CA",38.79,-122.77
1.9,"47 km SSW of Denali National Park, Alaska",63.1749,-152.2217
0.9,"35 km SE of Minto, Alaska",64.902,-148.894
1.7,"77 km WNW of Aleneva, Alaska",58.2616,-154.1681
0.68,"2 km ESE of Colton, CA",34.067,-117.2991667
0.44,"38 km ENE of Adak, Alaska",52.0568333333333,-176.161
0.4,"35 km ENE of Beatty, Nevada",37.0039,-116.3844
0.52,"24 km WSW of Toms Place, CA",37.42,-118.88
1.43,"24 km SW of Lamont, CA",35.1076667,-119.1046667
2.2,"6 km SSW of Ivanof Bay, Alaska",55.8485,-159.5417
4.7,"Pagan region, Northern Mariana Islands",18.9526,145.492
-0.43,"23 km W of Dutch Harbor, Alaska",53.8751666666667,-166.899333333333
1.9,"31 km SE of Mina, Nevada",38.154,-117.9029
1.21,"3 km ENE of The Geysers, CA",38.79,-122.73
1.81,"9 km SSE of Volcano, Hawaii",19.371166229248,-155.184005737305
1.54,"23 km SW of Ocotillo Wells, CA",32.9751667,-116.2785
1.1,"4 km S of Larkfield-Wikiup, CA",38.47,-122.75
2.02,"21 km WNW of Stanley, Idaho",44.3078333333333,-115.175
2.03999996,"10 km NE of Pāhala, Hawaii",19.2601661682129,-155.401504516602
-0.16,"30 km W of Sitka, Alaska",57.0508333333333,-135.834833333333
0.7,"7 km NNW of The Geysers, CA",38.83,-122.81
0.5,"19 km NNW of Sutcliffe, Nevada",40.1005,-119.7243
2.4,"42 km ESE of Adak, Alaska",51.7191,-176.0702
1.1,"4 km WNW of Cobb, CA",38.83,-122.77
0.31,"5 km ESE of Palomar Observatory, CA",33.3395,-116.813
-0.1,"33 km ENE of Beatty, Nevada",37.0542,-116.4281
1.16,"12 km SE of Olancha, CA",36.2016667,-117.907
1.42,"15 km SSW of Searles Valley, CA",35.6363333,-117.4563333
0.36,"58 km WNW of Tyonek, Alaska",61.2266666666667,-152.1765
0.16,"60 km WNW of Tyonek, Alaska",61.2608333333333,-152.186333333333
2.45,"4 km NW of Orocovis, Puerto Rico",18.2551666666667,-66.4198333333333
1.74,"20 km NNW of Parkfield, CA",36.02,-120.58
1.5,"30 km SSE of Skwentna, Alaska",61.7355,-151.1637
2.1,"56 km S of Whites City, New Mexico",31.669,-104.36
0.45,"150 km W of Adak, Alaska",51.7441666666667,-178.803166666667
1.6,"58 km N of Petersville, Alaska",63.0149,-150.6555
1.03,"8 km NW of Prague, Oklahoma",35.53983333,-96.75016667
1.43,"7 km NE of Ukiah, CA",39.2,-123.17
0.76,"9 km NW of The Geysers, CA",38.82,-122.84
0.16,"6 km WSW of Dutch Harbor, Alaska",53.877,-166.643833333333
-0.6,"71 km NE of Nikolski, Alaska",53.3725,-168.065
1.44,"17 km E of Hidden Valley Lake, CA",38.84,-122.37
0.61,"8 km N of Anza, CA",33.6231667,-116.6796667
1.6,"36 km NE of Whittier, Alaska",61.044,-148.2966
1.1,"7 km WNW of Cobb, CA",38.84,-122.81
1.6,"55 km S of Whites City, New Mexico",31.677,-104.428
1.33,"9 km WSW of Calistoga, CA",38.53,-122.65
0.06,"38 km NE of Adak, Alaska",52.0716666666667,-176.173
1.79,"22 km SSW of La Quinta, CA",33.4875,-116.4128333
1.86000001,"6 km SSW of Volcano, Hawaii",19.3841667175293,-155.248001098633
1.77,"5 km NE of Coso Junction, CA",36.077,-117.9046667
-0.01,"37 km NNE of Amboy, Washington",46.197833333333335,-122.18333333333334
2.85,"7 km SSW of Volcano, Hawaii",19.3793333333333,-155.2525
1.6,"60 km S of Whites City, New Mexico",31.634,-104.467
1,"3 km SE of Sierraville, California",39.5649,-120.3366
1.05,"16 km SSW of Searles Valley, CA",35.6413333,-117.4766667
1.14,"4 km SSW of Gilroy, CA",36.97,-121.58
1,"38 km SE of Mina, Nevada",38.1932,-117.7422
5.4,South Sandwich Islands region,-56.172,-27.9409
1.08,"17 km NNE of Angwin, CA",38.72,-122.38
1.56,"4 km NNW of Boron, CA",35.0325,-117.6761667
2.75,"92 km SSW of Alberto Oviedo Mota, B.C., MX",31.4893333,-115.619
0.29,"7 km NW of The Geysers, CA",38.81,-122.83
1.02,"260 km W of Adak, Alaska",51.9176666666667,179.577166666667
1.1,"7 km WNW of Hoback, Wyoming",43.3108333333333,-110.8735
0.65,"9 km WNW of Cobb, CA",38.85,-122.82
2.09,"20 km E of Coso Junction, CA",36.044,-117.7216667
1.82000005,"6 km S of Volcano, Hawaii",19.3863334655762,-155.245666503906
0.88,"15 km NE of Little Lake, CA",36.0255,-117.7758333
0.39,"14 km NE of Milford, Utah",38.4953333333333,-112.9035
2.02999997,"3 km SE of Pāhala, Hawaii",19.1760005950928,-155.457000732422
0.74,"3 km WNW of The Geysers, CA",38.78,-122.79
0.9,"78 km ENE of Port Alsworth, Alaska",60.3644,-152.9418
1.21,"13 km WSW of Toms Place, CA",37.52,-118.82
3.38,"6 km S of Volcano, Hawaii",19.389,-155.244333333333
1.08,"5 km NW of The Geysers, CA",38.79,-122.81
1.36,"5 km W of Ponca City, Oklahoma",36.7045,-97.14616667
1.90999997,"6 km S of Volcano, Hawaii",19.3854999542236,-155.238662719727
1.96,"9 km SSE of Volcano, Hawaii",19.3721675872803,-155.186004638672
4.1,"35 km SW of Taltal, Chile",-25.6751,-70.6842
1.4,"53 km NE of Chase, Alaska",62.803,-149.3939
2.3,"58 km S of Whites City, New Mexico",31.655,-104.459
1.06,"6 km SSW of Idyllwild, CA",33.6911667,-116.7431667
4.6,"60 km E of Macas, Ecuador",-2.4142,-77.5735
1.79999995,"6 km SSW of Volcano, Hawaii",19.3898334503174,-155.261001586914
1.70000005,"5 km S of Volcano, Hawaii",19.3911666870117,-155.244171142578
-0.04,"71 km ENE of Pedro Bay, Alaska",60.0875,-152.98
1.4,"134 km SE of McCarthy, Alaska",60.4468,-141.5
1.03,"10 km SW of Salton City, CA",33.2396667,-116.0376667
1.1,"8 km NNW of The Geysers, CA",38.83,-122.82
4,"43 km SSE of Khorugh, Tajikistan",37.1355,71.7757
1.1,"23 km NNW of Tehachapi, CA",35.3208333,-118.5613333
1.13,"8 km SE of Winchester, CA",33.6671667,-117.0158333
1.75,"3 km SE of Loma Linda, CA",34.0293333,-117.2338333
1.5,"15 km WSW of Point Possession, Alaska",60.8495,-150.9374
1.93,"14 km S of Newport Beach, CA",33.4895,-117.93
0.88,"23 km ESE of Anza, CA",33.471,-116.4521667
4.4,"136 km E of Wainui, New Zealand",-38.8333,179.6339
0.25,"5 km SSE of Idyllwild, CA",33.699,-116.7053333
1.84,"7 km SSW of Volcano, Hawaii",19.3776664733887,-155.251663208008
2.82,"3 km WNW of Mayagüez, Puerto Rico",18.2136666666667,-67.1691666666667
1.21,"12 km SW of Salton City, CA",33.224,-116.0468333
1.9,"16 km N of Huslia, Alaska",65.8487,-156.3854
1.4,"38 km W of Susitna, Alaska",61.4861,-151.2294
